id,overall.quality.of.police.p.1.01,overall.quality.of.sheriff.1.02,overall.quality.of.fire.and.1.03,response.time.for.fire.serv.1.04,overall.quality.of.ems.serv.1.05,response.time.for.ems.servi.1.06,overall.maintenance.of.city.1.07,overall.ease.of.travel.with.1.08,overall.quality.of.the.publ.1.09,overall.quality.of.bicycle.1.10,overall.quality.of.pedestri.1.11,overall.quality.of.water.an.1.12,overall.enforcement.of.code.1.13,overall.quality.of.customer.1.14,overall.quality.of.customer.1.15,overall.effectiveness.of.co.1.16,overall.quality.of.parks.an.1.17,overall.quality.of.library.1.18,overall.quality.of.services.1.19,overall.quality.of.public.h.1.20,overall.quality.of.tax.admi.1.21,overall.quality.of.public.s.1.22,overall.quality.of.charter.1.23,overall.quality.of.private.1.24,st.2.01,nd.2.02,rd.2.03,overall.quality.of.services.3.01,overall.quality.of.services.3.02,overall.appearance.of.durham.3.03,overall.management.of.develo.3.04,overall.image.of.durham.3.05,overall.quality.of.life.in.d.3.06,overall.quality.of.life.in.y.3.07,overall.value.you.receive.fo.3.08,city.government.4.01,county.government.4.02,state.government.4.03,federal.government.4.04,durham.public.school.system.4.05,st.5.01,nd.5.02,rd.5.03,th.5.04,th.5.05,public.indoor.gathering.6.01,private.indoor.gathering.wit.6.02,public.outdoor.gathering.6.03,private.outdoor.gathering.wi.6.04,workplace.6.05,m1.children.are.enrolled.in.dur.7.01,m2.children.are.enrolled.in.a.c.7.02,m3.children.are.enrolled.in.a.p.7.03,m4.children.go.to.school.outsid.7.04,m5.children.went.to.or.graduate.7.05,m6.children.went.to.or.graduate.7.06,m7.children.went.to.or.graduate.7.07,m8.children.went.to.or.graduate.7.08,m9.children.are.homeschooled.7.09,this.question.does.not.appl10.t.7.10,manages.the.education.budget.8.01,attracts.high.quality.teacher.8.02,is.transparent.about.educatio.8.03,encourages.community.involvem.8.04,ensures.quality.education.for.8.05,has.effective.leadership.in.k.8.06,when.walking.alone.in.your.n.9.01,when.walking.alone.in.your.n.9.02,in.downtown.durham.9.03,in.durham.overall.9.04,when.using.city.recreation.c.9.05,when.visiting.city.parks.9.06,overall.police.relationship.10.01,overall.sheriff's.office.re.10.02,animal.control.services.10.03,enforcement.of.traffic.safe.10.04,local.court.system.10.05,how.satisfied.are.you.with.the.avail.11,do.your.monthly.housing.cost.12.01,are.you.able.to.find.housing.12.02,do.you.have.major.home.repai.12.03,greenways.and.trails.13.01,outdoor.athletic.fields.and.13.02,customer.service.provided.b.13.03,public.art.13.04,current.state.of.race.relat.14.01,progress.addressing.racial.14.02,condition.of.streets.in.yo.15.01,condition.of.sidewalks.in.15.02,condition.of.bicycle.facil.15.03,appearance.of.landscaping.15.04,condition.of.parks.and.ope.15.05,condition.of.recreation.ce.15.06,overall.appearance.of.majo.15.07,condition.of.public.school.15.08,condition.of.trails.and.gr.15.09,condition.of.public.art.15.10,condition.of.aquatic.facil.15.11,condition.of.parking.15.12,st.16.01,nd.16.02,rd.16.03,it.is.too.far.from.m1.home.to.17a.01,the.bus.does.not.serve.where.17a.02,i.prefer.driving.m3.carneed.17a.03,i.have.safet4.concerns.17a.04,the.bus.would.take.too.long.17a.05,other.17a.06,we.ride.public.transit.in.dur.17a.07,i.don't.havecannot.use.a.car.17b.01,the.bus.gets.me.where.i.need.17b.02,i.ride.the.bus.for.environmen.17b.03,parking.at.m4.work.is.difficu.17b.04,taking.the.bus.is.cheaper.tha.17b.05,other.17b.06,we.don't.ride.public.transit.17b.07,please.define.other.17b.6,ease.of.travel.by.walking.18.01,ease.of.travel.by.biking.18.02,ease.of.travel.by.bus.godu.18.03,quality.of.downtown.parking.18.04,the.ability.in.your.neighbo.18.05,solid.waste.collection.serv.19.01,curbside.recycling.services.19.02,yard.waste.leavestree.lim.19.03,city.waste.disposal.and.rec.19.04,county.solid.waste.convenie.19.05,quality.of.drinking.water.19.06,sewer.services.19.07,overall.management.of.publi.19.08,stream.and.lake.protection.19.09,durham.residents.learn.about.n.20.01,it.is.easy.for.residents.to.ha.20.02,the.character.of.durham's.neig.20.03,durham.should.have.more.racial.20.04,i.would.like.to.have.shopping.20.05,i.would.be.ok.with.a.greater.v.20.06,are.you.a.resident.of.durham.city.22,availability.of.information.22a.01,ease.of.locating.informatio.22a.02,your.experience.engaging.wi.22a.03,level.of.public.involvement.22a.04,city.efforts.to.keep.you.in.22a.05,city.of.durham.website.22b.01,city.of.durham.twitter.feed.22b.02,city.of.durham.facebook.pag.22b.03,mailings.of..direct.contact.22b.04,durham.television.network.22b.05,traditional.media.tv..news.22b.06,friendscolleaguesword.of.22b.07,other.22b.08,during.the.past.year..have.you.cont.22c,how.easy.the.city.governme.22d.01,courtesy.of.city.employee.22d.02,accuracy.of.the.informatio.22d.03,appropriateness.of.city.em.22d.04,timeliness.of.city.employe.22d.05,the.resolution.of.your.iss.22d.06,availability.of.informatio.23a.01,ease.of.locating.informati.23a.02,your.experience.engaging.w.23a.03,level.of.public.involvemen.23a.04,county.efforts.to.keep.you.23a.05,your.ability.to.get.timely.23a.06,durham.county.website.23b.01,durham.county.twitter.feed.23b.02,durham.county.facebook.pag.23b.03,durham.county.nextdoor.23b.04,mailings.of..direct.contac.23b.05,durham.county.tv.show.23b.06,traditional.media.tv..new.23b.07,friendscolleaguesword.of.23b.08,other.23b.09,please.define.other.23b.9,during.the.past.year..have.you.cont.23c,how.easy.the.county.govern.23d.01,courtesy.of.county.employe.23d.02,accuracy.of.the.informatio.23d.03,appropriateness.of.county.23d.04,timeliness.of.county.emplo.23d.05,the.resolution.of.your.iss.23d.06,as.a.place.to.live.24.01,as.a.place.to.work.24.02,as.a.place.to.play.24.03,as.a.place.to.raise.childre.24.04,as.a.place.to.educate.child.24.05,as.a.place.to.retire.24.06,as.a.place.to.visit.24.07,as.a.place.to.start.a.busin.24.08,as.a.community.that.is.movi.24.09,affordable.housing.25.01,street.maintenance.25.02,sidewalk.construction.25.03,universal.prek.25.04,social.services.25.05,outh.programming.25.06,job.creationtraining.25.07,communit8led.safet8.initiativ.25.08,law.enforcementled.safet9.ini.25.09,public.school.operations.teac.25.10,court.services.25.11,i.would.not.increase.funding.f.25.12,have.you.or.someone.in.your.househol.26,approximately.how.many.years.have.yo.28,what.is.your.age.29,what.is.your.gender.30,do.you.own.or.rent.your.current.resi.31,asianpacific.islander.32.01,white.32.02,native.americaninuit.32.03,blackafrican.american.32.04,other.32.05,please.define.other.32.5,are.you.of.hispanic..latino..or..spa.33,what.is.the.primary.language.used.in.34,please.define.other.34.3,how.might.we.better.provide.service.34a,would.you.say.your.total.annual.hous.35,city,state,zip,pac.zone,inside.city.of.durham,block.lon,block.lat
191,4,4,5,5,5,4,4,4,4,5,4,3,3,3,3,3,3,4,4,4,3,3,3,3,1,11,19,4,4,3,4,3,3,5,3,4,4,4,4,4,1,4,8,11,5,5,5,5,5,5, , , , , , , , , ,10,9,9,9,9,9,9,4,3,3,3,3,3,4,4,4,4,4,3,1,9,9,4,4,4,4,3,3,2,9,3,4,4,4,4,4,4,4,4,4,2,5,3, , , , , , ,7,1,2, , ,5, , , ,4,9,4,9,5,5,5,5,9,9,4,4,4,4,1,2,5,3,4,6,1,3,3,3,3,3,5,1,1,3,1,5,4, ,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1, , ,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,1,2, , ,5,6, , ,9, , , ,2,4,3,1,2, , , ,4, , ,2,1, , ,1,Durham,NC,27704,2,Y,-78909000,36049000
192,5,5,5,9,5,5,4,4,9,9,4,5,1,2,2,2,1,4,9,4,4,4,9,9,17,13,22,2,2,4,2,2,4,5,2,1,1,5,1,3,6,12,7,1,2,5,5,5,4,9, , , , ,5, , , , , ,2,1,1,1,2,1,5,4,4,4,2,2,4,5,4,2,2,9,2,1,2,2,2,9,3,4,4,4,9,9,2,1,1,2,3,1,3,9,3,5,9,6,1,2,3, , , , , , , , , , ,7, ,4,9,9,2,5,9,5,9,5,5,5,5,2,2,2,1,6,5,3,4,2, , , , , , , , , , , , , , , , , , , , ,4,4,2,2,4,5,2,1,1,1,3,1,2,3, , ,1,2,4,1,2,2,2,4,2,2,2,2,4,2,2,4, , , , , ,6,7, ,9,10,11, ,2,60,5,1,2, ,2, , , , ,2,1, , ,2,Durham,NC,27712, ,N,-78973000,36073000
193,4,4,9,9,9,9,3,9,3,4,4,4,3,4,9,3,3,4,9,9,3,4,9,9,8,1,22,4,3,3,2,2,3,4,3,2,3,2,4,2,7,12,3,4,2,5,5,4,5,5,1, , , ,5, , , , , ,3,3,2,3,3,3,5,4,3,4,9,3,5,5,9,2,4,3,2,1,2,4,4,4,3,3,4,4,9,9,3,4,9,4,4,4,9,9,3,7,8,4,1, ,3, ,5, , , , , , , , ,7, ,3,3,9,3,5,4,5,2,4,9,5,5,4,4,2,1,3,6,4,5,1,3,3,3,3,2,3,1,1,1,1,2,3,3,1,4,4,4,4,4,4,3,9,9,9,2,3,1,1,1,1,1,1,2,2, , ,2, , , , , , ,4,4,3,3,3,3,3,9,3,1,2, , ,5,6, , ,9, , , ,2,47,4,1,2, , , ,4, , ,2,1, , ,3,Durham,NC,27712,2,Y,-78921000,36075000
194,5,9,5,9,5,5,1,4,9,9,4,5,3,4,4,3,4,4,9,3,9,2,9,9,7,22, ,4,4,2,3,2,3,5,2,4,4,5,5,9,4,7,2,3, ,9,9,9,9,9, , , , , , , , , ,10,9,9,9,9,9,9,5,5,9,9,9,9,3,3,4,3,4,9,2,2,2,9,9,9,9,4,5,1,5,9,5,9,9,2,1,9,9,9,2,1,2,7,1, ,3, ,5, , , , , , , , ,7, ,3,3,3,3,5,5,5,9,5,5,5,5,5,5,9,9,9,9,1,9,1,4,4,4,2,3,3,1,1,2,2,3,2, ,1,3,5,4,5,4,9,3,3,3,3,3,3,1,1,1,1,1,1,1,1, , ,1,5,5,5,5,5,5,4,4,3,3,2,4,3,4,2, ,2, , , ,6,7,8,9, , , ,2,49,5,1,1, ,2, , , , ,2,1, , ,9,Durham,NC,27712,2,Y,-78855000,36130000
195,3,3,9,9,9,9,4,4,9,9,3,9,3,9,9,4,2,2,9,9,9,2,3,4,22,17,1,4,4,4,5,5,4,4,3,4,4,4,4,2,3,5,6,8,12,5,5,4,3,4, , ,3, , , , , , , ,3,2,2,3,1,2,5,4,3,3,3,3,4,9,9,9,3,9,2,1,2,3,3,3,4,4,4,5,5,4,4,3,3,4,2,3,4,9,9,9,8,7, , ,3,4,5, , , , , , , , ,7, ,9,9,9,4,4,5,5,9,9,9,2,9,9,9,3,2,5,1,6,4,1,2,9,9,9,9,1,1,1,1,1,4,2, ,2, , , , , , ,2,9,9,9,2,9,1,1,1,4,4,1,4,1, , ,2, , , , , , ,4,4,4,3,2,3,4,5,5, , , ,4, ,6, ,8,9,10, , ,2,7,1,1,1, , , ,4, , ,2,1, , ,4,Durham,NC,27703,4,Y,-78815000,35923000
196,4,4,5,9,9,9,4,5,9,3,3,4,4,5,5,4,4,5,9,9,9,1,9,9,22,11,10,4,4,5,5,5,5,5,5,5,5,4,1,1,2,7,12,6,3,5,5,4,4,5,1, , , , , , , , , ,3,4,1,2,4,2,5,4,5,4,5,5,4,4,5,5,5,3,2,1,2,4,4,5,5,5,4,5,5,5,4,4,3,4,4,3,4,9,4,9,6,5, ,2,3, , , , , , , , , , ,7, ,5,5,9,5,5,5,5,5,5,5,5,5,5,5,3,2,6,1,5,4,1,5,5,5,5,5,3,4,1,3,1,4,4, ,1,5,5,4,5,5,5,4,9,9,9,9,9,1,3,1,1,1,1,1,1, , ,2, , , , , , ,5,5,5,5,3,4,5,5,5,1, , , , ,6,7,8, ,10, , ,2,6,1,1,1, ,2, , , , ,2,1, , ,4,Durham,NC,27701,2,Y,-78909000,36005000
197,4,4,9,9,9,9,2,3,4,3,3,4,4,3,2,3,5,4,9,9,3,9,9,9,7,17,18,3,3,4,4,3,3,4,9,4,4,4,4,9,7,9,6,11,12,5,4,3,2,9, , , , , , , , , ,10,9,9,9,9,9,9,5,3,4,2,9,4,5,5,9,4,9,2,2,1,2,4,4,9,3,3,3,4,2,3,4,5,9,3,9,4,3,9,4,2,9,3, , , , , , ,7, , , ,4,5, , , ,2,3,4,3,4,4,9,9,9,1,4,4,3,3,1,2,4,5,6,3,1,4,4,9,4,4,3,1,1,2,1,3,3, ,2, , , , , , ,4,4,9,4,4,9,3,1,1,1,2,1,3,3, , ,1,4,5,5,5,9,9,3,3,4,1,1,2,4,2,2, ,2,3, , ,6,7, , ,10, , ,2,3,1,1,2, , , ,4, , ,1,1, , ,3,Durham,NC,27713,4,Y,-78884000,35890000
198,4,4,4,4,4,4,2,3,9,9,4,4,4,4,4,5,9,9,9,4,4,9,9,9,1,2,5,3,3,3,3,3,4,3,2,4,4,4,4,9,4,6,8,2,3,5,5,5,5,5, , , , , , , , , , ,9,9,9,9,9,9,4,4,4,3,9,9,4,4,4,4,4,4,1,2,2,9,9,9,9,3,3,4,3,9,9,9,9,9,9,9,9,9,9,1, , , , ,3, , , , , , , , , , ,7, ,9,9,9,3,4,4,9,9,4,9,4,4,9,9,9,9,9,9,9,1,1,3,4,3,3,3,4,1,1,1,3,6,3, ,2, , , , , , ,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , ,2, , , , , , ,4,4,4,9,9,4,5,9,3,1,2, , ,5, ,7,8, , , , ,2,26,3,2,2, , , ,4, , ,2,1, , ,2,Durham,NC,27703,4,Y,-78844000,35937000
199,4,4,4,9,5,9,3,4,9,2,2,4,9,5,5,4,9,9,9,9,9,9,9,9,1,5,7,4,4,2,2,1,1,2,3,3,3,2,4,3,6,7,11,12,3,5,1,4,1,5, , , , , , , , , ,10,9,9,9,9,9,9,3,2,1,2,2,2,4,4,9,4,9,4,2,1,1,3,3,3,9,1,1,3,2,2,1,3,3,1,3,3,3,9,4,7,4,1, , ,3,4,5, , , , , , , , ,7, ,2,2,9,4,4,4,5,4,4,4,3,4,2,1,6,3,4,5,2,1,2, , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,2,2,2,2,2,2,2,2, , ,2, , , , , , ,2,1,3,9,9,2,2,2,1,1, , , , , ,7,8,9,10, , ,2,2,1,2,2, ,2, , , , ,2,1, , ,2,Durham,NC,27703, ,N,-78812000,35992000
200,4,4,4,9,9,9,3,4,9,3,3,4,4,1,1,4,5,5,2,5,4,3,5,9,22,20,14,4,4,3,5,4,4,5,4,5,5,5,5,5,3,6,12,2,7,5,5,5,5,5, ,2, , , ,6, , , , ,9,9,9,9,9,9,5,5,3,3,4,4,4,4,4,4,3,9,2,1,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,8,5,6, , ,3, , , , , , , , , , ,7, ,4,4,9,3,5,4,3,2,4,9,5,3,3,4,2,3,4,1,6,5,1, , , , , , , , , , , , , , , , , , , , ,4,4,3,3,3,3,1,1,1,6,2,2,6,6, , ,1,3,5,4,4,5,5,4,5,4,4,3,3,4,5,4,1, , ,4,5, ,7, , ,10, , ,2,20,2,1,1, ,2, , , , ,2,1, , ,4,Durham,NC,27703,1,Y,-78795000,35970000
201,4,4,4,4,4,9,3,3,9,9,9,9,3,9,9,3,4,4,9,3,9,9,9,9,7,13,16,3,3,3,3,3,3,4,2,4,4,4,2,9,2,1,3,4,6,5,5,5,5,9, , , , , , , , , ,10,9,9,9,9,9,9,3,3,2,2,9,9,3,4,3,3,4,9,2,9,2,4,4,4,4,2,2,2,9,9,3,3,3,3,9,3,3,3,2,1,2,5,1,2,3, , , , , , , , , , ,7, ,3,3,9,2,4,9,4,9,4,4,9,9,3,2,1,2,4,3,5,6,2, , , , , , , , , , , , , , , , , , , , ,3,3,3,2,2,3,2,1,1,1,3,1,6,4, , ,2, , , , , , ,4,3,3,3,3,3,2,3,3, ,2, , ,5, , ,8,9,10, , ,2,40,4,1,2, ,2, , , , ,2,1, , ,1,Durham,NC,27703, ,N,-78775000,35954000
202,4,9,9,9,9,9,3,3,9,9,3,4,4,4,3,3,3,4,9,9,4,9,9,9,99, , ,4,4,4,4,4,4,3,4,4,4,2,1,9,6,4,5,10,12,5,3,5,2,5, , , , , , , , , ,10,9,9,9,9,9,9,4,3,4,3,4,3,3,9,2,4,3,2,2,1,2,9,9,9,4,3,4,3,3,9,3,3,9,4,9,9,4,9,4,4,9,1, ,2,3,4, , , , , , , , , ,7, ,3,9,9,4,3,4,4,9,9,9,5,4,4,4,2,5,6,3,1,4,1,4,4,3,3,3,3,2,2,3,2,3,3, ,1,3,4,3,3,3,2,4,4,3,3,2,4,3,1,1,2,2,1,3,3, , ,1,3,3,2,2,1,1,4,4,4,4,4,4,4,4,4, , , , ,5,6,7,8, ,10, , ,2,61,5,1,1, ,2, , , , ,2,1, , ,3,Durham,NC,27701,1,Y,-78878000,35996000
203,4,4,4,4,4,4,3,5,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,20,4,4,3,4,4,4,4,4,5,5,5,1,5,2,7,6,10,9,5,5,5,5,5, , , , , , , , , ,10,9,9,9,9,9,9,3,3,3,4,3,4,3,3,3,3,3,9,2,1,2,5,9,9,9,3,4,2,3,3,4,3,3,3,9,4,3,3,3,1,7,4, , ,3, ,5, , , , , , , , ,7, ,3,3,3,4,4,1,3,9,9,9,4,4,4,4,3,2,4,5,1,6,2, , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,2,2,2,2,2,2,2,2, , ,2, , , , , , ,3,5,3,4,5,3,2,3,3,1,2, , ,5, ,7, , ,10, , ,2,1,1,1,2,1,2, , , , ,2,1, , ,4,Durham,NC,27703, ,N,-78826000,35967000
204,2,3,3,4,4,4,2,4,4,4,3,3,3,3,3,3,3,4,9,3,3,2,2,3,1,7,22,3,2,3,3,3,3,3,3,4,4,4,1,9,2,3,4,7,6,5,4,5,4,5, , ,3, , , , , , , ,2,2,2,3,1,2,5,4,3,3,3,4,2,2,3,3,3,4,2,1,1,4,2,2,3,3,3,3,9,3,3,4,3,2,3,3,3,2,3,8,5,11, , ,3, ,5, , , , , , , , ,7, ,3,3,9,3,3,4,4,3,9,9,3,3,3,3,4,5,6,3,2,1,1,3,3,3,3,3,2,1,1,3,1,2,1, ,1,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,2,1,3,1, , ,1,3,3,3,3,3,3,4,4,4,3,2,3,2,3,3,1, , ,4,5,6, , , ,10, , ,2,14,2,1,1,1, , , , , ,2,1, , ,4,Durham,NC,27713,4,Y,-78911000,35932000
205,1,1,2,2,2,2,2,3,3,3,3,2,1,2,2,3,4,4,3,3,3,4,4,3,1,5,7,2,3,2,3,2,2,3,2,3,3,3,2,3,4,3,9,12,7,5,4,3,3,5,1, , , , , , , , , ,3,2,3,2,3,3,3,1,2,2,3,2,3,3,3,2,2,3,1,1,1,4,3,3,4,4,4,2,4,3,3,3,2,2,2,4,4,3,3,1,8,6, , , , , , ,7, , ,3, , , , , ,3,4,2,3,4,4,3,3,4,4,4,4,3,2,3,2,5,4,1,6,1,3,3,3,3,4,6,1,3,3,2,5,6, ,1,3,4,4,4,4,3,4,4,3,3,4,3,3,1,3,6,3,1,4,4, , ,1,4,4,4,4,4,3,2,2,3,2,3,1,3,3,2, ,2, , , ,6, ,8,9,10, , ,2,4,2,1,2, ,2, , , , ,2,1, , ,2,Durham,NC,27704,2,Y,-78875000,36064000
206,4,4,4,9,4,9,5,5,9,3,3,5,4,4,4,4,4,9,9,9,9,9,9,9,10,11,22,4,4,5,4,5,5,5,9,5,5,5,2,9,2,7,9,10,1,5,5,3,2,5, , , , , , , , , ,10,9,9,9,9,9,9,5,3,4,4,5,5,9,9,9,9,9,3,2,1,2,5,3,9,4,4,4,5,2,2,5,5,5,5,9,5,4,9,5,3,2,10, , ,3, ,5, , , , , , , , ,7, ,2,2,9,4,5,5,5,9,9,9,5,5,5,9,4,5,6,2,3,1,1,9,4,9,9,3,1,1,1,2,1,2,3, ,2, , , , , , ,3,4,9,9,9,5,1,1,1,1,2,1,2,3, , ,2, , , , , , ,4,4,4,9,9,9,4,9,5,1, ,3,4, ,6, , , ,10, , ,2,8,1,1,2, , , ,4, , ,2,1, , ,4,Durham,NC,27701,2,Y,-78905000,36011000
207,3,3,3,3,3,3,2,2,3,2,2,3,3,3,3,3,4,3,3,3,3,1,3,3,22,10,11,3,3,4,3,4,4,4,3,3,3,3,3,1,6,7,4,8,2,5,3,3,3,9, , ,3, , , , , , , ,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,3,3,9,2,1,1,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,2,3,9,3,2, , ,3, ,5, , , , , , , , ,7, ,3,2,9,4,4,4,4,4,3,3,4,3,2,3,1,2,4,3,5,6,1,3,3,3,3,3,1,1,1,3,1,2,4, ,2, , , , , , ,9,9,9,9,9,9,1,1,1,1,3,1,2,4, , ,2, , , , , , ,4,4,4,4,3,3,4,4,4, ,2,3, , , ,7, ,9,10, , ,2,4,1,1,1, ,2, , , , ,2,1, , ,4,Durham,NC,27701,2,Y,-78908000,36011000
208,1,1,9,9,9,9,3,5,2,2,3,5,2,5,5,2,5,5,9,9,9,9,1,1,1,9,16,2,2,3,1,4,3,4,9,2,2,3,2,4,2,4,12,5,6,9,9,5,5,9, , , , , , , , , ,10,9,9,9,9,9,9,5,3,3,3,3,3,1,1,9,1,1,5,1,1,1,4,2,9,3,1,1,3,3,2,3,4,9,3,9,4,3,9,3,3,10,5, , , ,4,5, , , , , , , , ,7, ,3,2,9,3,3,5,5,9,9,9,5,5,4,4,4,3,5,1,6,2,1,3,4,3,3,3,2,2,2,2,1,1,2, ,1,4,5,4,4,4,4,3,3,9,2,2,9,2,1,1,1,1,1,1,2, , ,2, , , , , , ,4,3,4,4,9,4,4,9,2,1, , ,4,5,6, , , ,10, , ,1,5,1,1,2, ,2, , , , ,2,1, , ,3,Durham,NC,27705,2,Y,-78930000,36022000
209,4,4,4,9,9,9,3,4,9,5,5,4,9,4,4,3,9,3,9,9,3,9,9,9,22,23,19,4,4,4,3,3,4,5,3,1,1,1,1,1,7,2,3, , ,1,1,1,1,2, , , , , , , , , ,10,9,9,9,9,9,9,5,4,3,4,9,9,3,3,3,3,3,9,1,1,2,4,9,9,9,4,4,4,4,4,4,4,9,3,9,4,9,9,3,1,2,7, ,2,3, ,5, , , , , , , , ,7, ,4,4,9,9,5,5,5,9,9,9,4,4,4,4,1,2,3,6,5,4,1,2,3,2,1,2,2,1,1,3,1,1,3, ,1,3,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9, , ,2, , , , , , ,4,4,4,9,9,9,3,2,3, , , , , , , , , , , ,12,2,25,2,2,2, ,2, , , , ,2,1, , ,3,Durham,NC,27713,4,Y,-78924000,35939000
210,3,3,9,9,9,9,1,4,9,4,4,9,3,4,4,3,4,4,9,4,3,4,9,9,1,7,22,4,3,4,3,3,4,4,2,5,9,5,3,5,4,5,6,12,3,5,5,4,5,5,1, , , , , , , , , ,3,3,4,4,4,4,4,3,9,4,5,4,3,3,3,3,3,9,2,1,2,4,3,5,3,3,3,4,9,9,4,4,4,3,4,4,9,4,2,9,6,5,1, ,3,4, , , , , , , , , ,7, ,9,9,9,9,5,9,9,9,9,9,4,4,4,9,4,6,3,1,2,5,2, , , , , , , , , , , , , , , , , , , , ,9,9,9,9,9,9,1,1,1,1,1,1,1,1, , ,2, , , , , , ,4,5,5,4,4,3,5,4,3,1,2, , , ,6,7, , ,10, , ,2,20,2,2,2, , , ,4, , ,2,1, , ,3,Durham,NC,27712, ,N,-78868000,36101000
211,4,4,5,5,4,4,4,4,4,3,2,4,3,3,3,3,2,5,4,4,4,4,4,4,5,2,17,4,4,4,4,4,4,4,3,4,4,4,4,4,2,6,7,5, ,5,5,3,4,9,1, , , , , , , , , ,1,3,1,1,3,4,5,5,5,4,5,4,4,4,4,3,4,3,1,2,2,3,4,4,4,3,3,3,3,9,9,3,3,3,2,3,4,3,3,2,7,12, , ,3, , , , , , , , , , ,7, ,9,9,9,9,9,4,3,4,3,3,3,3,3,3,1,6,5,4,2,3,2, , , , , , , , , , , , , , , , , , , , ,3,3,3,3,3,3,1,1,1,1,1,1,1,1, , ,2, , , , , , ,4,4,4,4,4,3,3,4,4,1,2, , , ,6,7, , ,10, , ,2,32,3,1,1, , , ,4, , ,2,1, , ,4,Durham,NC,27703, ,N,-78817000,35990000
212,9,9,5,5,9,9,3,9,9,9,2,4,9,4,9,9,9,3,9,9,2,9,9,9,12,7, ,3,3,3,2,2,4,4,1,1,1,1,1,9,13, , , , ,1,9,1,9,9, , , , , , , , , ,10,9,9,9,9,9,9,4,9,9,3,9,9,3,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,2,9,2,9,9,3,9,3,2,9,3, , , , , ,3, ,5, , , , , , , , ,7, ,9,9,9,9,9,4,4,5,9,9,5,4,4,5,9,9,9,9,9,9,1,9,3,9,9,3,9,9,9,9,9,9,9, ,1,4,4,4,4,4,2,3,4,9,2,3,9,3,1,1,1,2,1,2,2, , ,1,4,4,3,4,4,1,4,2,9,2,2,2,2,2,2, , , , , , , , , , , , ,2,18,5,2,1, ,2, , , , ,2,1, , ,9,Durham,NC,27713,3,Y,-78932000,35921000
213,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99, , ,4,4,4,4,4,4,4,4,4,4,4,3,4,1,8, , , ,3,5,5,5,9, , , , , , , , , ,10,4,5,4,3,4,4,5,3,3,2,9,9,4,4,3,4,4,4,1,1,1,9,9,9,9,3,4,4,4,4,4,4,4,4,4,4,4,4,3,12,1,2,1,2,3, , , , , , , , , , ,7, ,3,9,9,2,9,4,4,4,9,4,4,9,4,4,9,9,9,1,9,2,2, , , , , , , , , , , , , , , , , , , , ,4,4,4,3,3,4,3,3,4,3,3,4,3,4, , ,1,4,4,4,4,4,3,4,9,4,4,4,4,4,3,4,1,2, , ,5, , , ,9,10, , ,2,50,5,2,1, , , ,4, , ,2,1, , ,1,Durham,NC,27712, ,N,-78960000,36086000
214,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,4,4,4,4,4,4,4,3,5,4,5,1,3,6,9,11,12, ,5,5,5,5,9, , , , , , , , , ,10,3,3,3,3,3,3,4,4,3,3,3,3,4,4,4,4,3,5,2,2,2,4,4,4,4,3,3,5,5,5,5,5,3,3,3,3,3,3,3,12,4,8, , ,3, ,5,6, , , , , , , ,7, ,3,3,3,3,3,5,5,5,5,5,3,5,3,4,9,9,9,9,9,9,1,3,3,3,3,3,2,2,2,2,2,2,2, ,1,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2, , ,2, , , , , , ,4,4,4,4,4,3,5,3,3,1, , , , ,6,7,8, ,10, , ,2,40,5,1,1, , , ,4, , ,2,1, , ,2,Durham,NC,27707,3,Y,-78963000,35951000
215,2,3,4,5,9,9,2,4,1,1,2,3,3,4,4,3,3,5,2,2,3,2,1,1,22,20,7,4,4,5,2,4,4,4,2,4,4,4,1,5,2,3,12,4,9,5,9,5,3,9, , , , , , , , , ,10,9,9,9,9,9,9,5,4,4,4,4,4,3,3,4,1,9,1,2,1,2,3,3,3,5,3,1,1,4,2,2,4,4,4,1,4,4,3,4,8,1,6, ,2,3, ,5, , , , , , , , ,7, ,4,3,9,4,4,4,4,4,4,9,3,3,2,3,5,4,6,2,1,3,1,2,4,4,3,3,2,1,1,1,1,6,6, ,1,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,5,5, , ,2, , , , , , ,4,4,4,3,2,4,4,4,4,1, , ,4,5, , ,8, ,10, , ,2,5,2,2,2, , , ,4, , ,1,1, , ,3,Durham,NC,27701,2,Y,-78893000,36004000
